"ID","cub_AIC","cla_AIC","gom_AIC","bar_AIC","bucha_AIC","cla_deltaAIC","gom_deltaAIC","bar_deltaAIC","bucha_deltaAIC","cub_deltaAIC","SampleSize","cla_AICc","gom_AICc","bar_AICc","bucha_AICc","cub_AICc","cla_deltaAICc","gom_deltaAICc","bar_deltaAICc","bucha_deltaAICc","cub_deltaAICc","cla_AIC_Wt","gom_AIC_Wt","bar_AIC_Wt","bucha_AIC_Wt","cub_AIC_Wt","cla_AICc_Wt","gom_AICc_Wt","bar_AICc_Wt","bucha_AICc_Wt","cub_AICc_Wt"
16,-79.904824361506,-53.5833578948223,-14.468235286811,-112.335299553135,-111.824078264432,58.7519416583127,97.867064266324,0,0.511221288702956,32.4304751916291,28,-52.5833578948223,-13.468235286811,-110.596169118352,-109.096805537159,-78.1656939267233,0,39.1151226080113,-58.0128112235301,-56.513447642337,-25.582336031901,9.84273481224244e-14,3.15772881724458e-22,0.563556957663076,0.436442991198134,5.11386907832177e-08,1.71639717806245e-13,5.50651514481906e-22,0.679109317136767,0.320890621238836,6.16242260960993e-08
17,-37.2452562762318,-35.5670667100866,98.9804253298312,-23.0308182931103,-23.0308182934553,1.67818956614518,136.225681606063,14.2144379831215,14.2144379827765,0,27,-34.5235884492171,100.023903590701,-21.2126364749284,-20.1736754363124,-35.42707445805,0,134.547492039918,13.3109519742886,14.3499130129046,-0.903486008832921,0.301380684563907,1.83020080309147e-30,0.000571351878213239,0.000571351878311808,0.697476611679568,0.388636181863702,2.36007909128801e-30,0.000500157441917201,0.000297508386166421,0.610566152308214
18,-143.460734068478,-142.946459696441,-31.0741379308379,-142.02540215853,-68.728893199987,0.514274372037221,112.38659613764,1.43533190994842,74.731840868491,0,28,-141.946459696441,-30.0741379308379,-140.286271723747,-66.0016204727143,-141.721603633695,0,111.872321765603,1.66018797269379,75.9448392237266,0.224856062745374,0.341977094251449,1.7427336123537e-25,0.215770423867586,2.61732240570232e-17,0.442252481880964,0.429245350032119,2.18745732396179e-25,0.187154537740401,1.38513880799869e-17,0.38360011222748
19,-115.770792730498,-13.2889464558021,-44.5550431682221,-112.121008863879,-89.4451736622685,102.481846274696,71.2157495622758,3.6497838666193,26.3256190682295,0,28,-12.2889464558021,-43.5550431682221,-110.381878429096,-86.7179009349958,-114.031662295715,31.26609671242,0,-66.8268352608739,-43.1628577667736,-70.4766191274932,4.8020753812187e-23,2.95648452136925e-16,0.138847684828874,1.65403079989803e-06,0.861150661140326,6.94911322417419e-23,4.27834718398346e-16,0.138847774364139,1.00918665715752e-06,0.861151216449204
20,-67.0984314806097,-49.2780601255817,94.9048054178643,-42.48647072072,-42.4060641914153,17.820371355028,162.003236898474,24.6119607598897,24.6923672891944,0,28,-48.2780601255817,95.9048054178643,-40.7473402859374,-39.6787914641426,-65.3593010458271,0,144.182865543446,7.53071983964438,8.59926866143916,-17.0812409202453,0.000134987342275787,6.62798629103389e-36,4.5239536402659e-06,4.34568346716274e-06,0.999856143020617,0.000195329440767203,9.59083150918929e-36,4.52368828371123e-06,2.65130836865639e-06,0.99979749556258
21,5.9010280191222,6.93135614121072,9.73327751086596,12.1341600044896,12.1341600044897,1.03032812208852,3.83224949174376,6.23313198536744,6.23313198536745,0,10,10.9313561412107,13.733277510866,20.1341600044896,27.1341600044897,13.9010280191222,10.9313561412107,13.733277510866,20.1341600044896,27.1341600044897,13.9010280191222,0.325880200236084,0.0802839033995136,0.0241703795574138,0.0241703795574136,0.545495137249575,0.674199476199684,0.166095901438644,0.00676744824054841,0.000204359229310534,0.152732814891814
22,-147.819018796036,-162.51544879518,-74.8498811089851,-131.494441099703,-98.0015510792892,0,87.6655676861948,31.0210076954765,64.5138977158908,14.6964299991436,28,-161.51544879518,-73.8498811089851,-129.755310664921,-95.2742783520164,-146.079888361254,0,87.6655676861948,31.7601381302591,66.2411704431636,15.4355604339262,0.999356490358514,9.19145547703346e-20,1.83482312357326e-07,9.7882610944882e-15,0.000643326159163817,0.999555224066862,9.19328330529064e-20,1.26817861664117e-07,4.12780710419952e-15,0.000444649115271995
23,-88.3987789365324,-93.2453590945145,-31.402818350811,-113.574599656031,-98.5148172530669,20.3292405615169,82.1717813052204,0,15.0597824029645,25.175820719499,21,-91.8335943886322,-29.9910536449287,-111.074599656031,-94.5148172530669,-85.8987789365324,0,61.8425407437035,-19.2410052673992,-2.6812228644347,5.93481545209977,3.8486661471524e-05,1.4334189575259e-18,0.999421616101816,0.000536486181646484,3.41105506609893e-06,6.63328098590215e-05,2.47053663587405e-18,0.99967677243734,0.000253482826879155,3.41192592209896e-06
24,-36.1369543361552,-109.10383042638,-89.7858635908806,-134.172700289882,-135.812883714747,25.0688698635026,44.3868366990018,0,-1.64018342486415,98.0357459537272,28,-108.10383042638,-88.7858635908806,-132.4335698551,-133.085610987474,-34.3978239013725,0,19.3179668354992,-24.32973942872,-24.981780561094,73.7060065250073,1.10083394630345e-06,7.02875837944273e-11,0.305743855639926,0.69425504345584,1.57458456363253e-22,2.18420833893955e-06,1.3946038561331e-10,0.41920827885893,0.580789536793271,2.15892771894524e-22
25,-32.2816089671085,-48.1635314750462,-1.02913981442473,-50.487275309603,-48.3057162497044,2.32374383455675,49.4581354951782,0,2.18155905989854,18.2056663424945,26,-47.0726223841371,0.0617692764843643,-48.5825134048411,-45.3057162497044,-30.3768470623466,0,47.1343916606215,-1.50989102070394,1.76690613443269,16.6957753217905,0.189755249210302,1.10430921352937e-11,0.606440728808209,0.203736494863292,6.7527107153886e-05,0.282399273374367,1.64346504657529e-11,0.600803209771086,0.116730617468071,6.68993700412255e-05
26,-20.5892918339678,-32.2468926684179,14.5219390294414,-34.3777141732558,3.68366829930147,2.13082150483788,48.8996532026972,0,38.0613824725573,13.788422339288,26,-31.1559835775088,15.6128481203505,-32.4729522684939,6.68366829930147,-18.6845299292059,0,46.7688316978593,-1.31696869098507,37.8396518768103,12.4714536483029,0.256083757837759,1.78920156102053e-11,0.743162941212298,4.03793993211114e-09,0.000753296894110836,0.340852506631213,2.38146238594599e-11,0.658480032047889,2.06914291622184e-09,0.000667459227940671
27,-63.2361530435951,-55.1944763469934,-8.04284582327482,-50.805589947773,-44.632480479901,8.04167669660165,55.1933072203202,12.430563095822,18.603672563694,0,22,-53.8611430136601,-6.70951248994148,-48.4526487713024,-40.882480479901,-60.8832118671245,0,47.1516305237186,5.40849424235764,12.978662533759,-7.0220688534644,0.0175857166571194,1.01464377882424e-12,0.00195941080699248,8.94647206080037e-05,0.980365407814266,0.0289424495047767,1.6698936362123e-12,0.00193684863482425,4.39799289898772e-05,0.969076721929739
28,-72.5466687571605,-32.5858452119352,-7.08891022768881,-58.0088436550941,-56.3517010889221,39.9608235452252,65.4577585294717,14.5378251020664,16.1949676682383,0,23,-31.3226873171984,-5.82575233295196,-55.7866214328719,-52.8222893242163,-70.3244465349382,0,25.4969349842464,-24.4639341156735,-21.4996020070179,-39.0017592177399,2.09982370210626e-09,6.10370800191694e-15,0.000696172401123354,0.000303999497771861,0.998999826001275,3.39237894929985e-09,9.86087094721648e-15,0.000696273963837886,0.000158155251459255,0.999145567392314
