,ID,a,b,c,d,chisqr,RSS,TSS,Rsqrd,aic,bic
0,143,-0.8715569149576975,0.06851238508348019,0.0036195448206095813,-4.4815178409585754e-05,0.023622027963657373,0.023622027963657373,36.8913566164852,0.9993596866548111,-38.60013724540657,-38.28237107868723
0,144,0.16340650637014473,-0.007209626927882024,9.869979658609114e-05,-1.0905053701199907e-07,1.0059764178521673,1.0059764178521673,79.28354883483033,0.987311662600423,-14.966264630900941,-13.755924258924757
0,145,-13.821769855234,0.11759483161985047,-0.00021362718723983852,1.2309380034689863e-07,0.10256957058749752,0.10256957058749752,12.50768561131797,0.9917994764359376,-16.41384065458486,-17.24680277767264
0,146,0.2968621215036973,-0.03881923018792422,0.00045490970044817763,-8.489951748686484e-07,1.3840470162927776,1.3840470162927776,94.26395842815899,0.9853173255253481,-21.119187883932383,-18.85939045408624
0,147,-5.2410271911372925,0.17779528981005233,-0.0007571166038331262,9.980837941860308e-07,0.956567194794941,0.9565671947949411,72.34665856460686,0.9867780044887532,-18.865294661339817,-17.273713570146334
0,148,-1.3193575401397228,0.16162989766911043,-0.0004721677812314142,-1.561573624173479e-06,1.0098522523610673,1.0098522523610673,100.68153680266343,0.9899698367304386,-21.70123137311822,-19.76160477396622
0,149,0.08999114597080823,-0.06656059240176751,0.01077775704789472,-0.00012791452893721022,0.9447170071462919,0.9447170071462919,73.61631094715105,0.9871670150950038,-12.286849933089727,-11.497951623744848
0,150,0.040988714667752814,-0.007551833013172633,0.00011087257295767099,-1.3874562344675257e-07,0.2578007657856385,0.25780076578563843,57.0981707317074,0.9954849557791091,-28.58153311011433,-27.371192738138145
0,151,-1.8053776402540118,0.01763913390195023,6.160878965719731e-05,-1.244523706341518e-07,0.1397072269684989,0.1397072269684989,24.543426531826345,0.9943077537772758,-14.559794507364156,-15.392756630451936
0,152,0.14662077310670954,-0.01925911514038745,0.0004297013706741491,-9.67326326526275e-07,1.1654432862713116,1.1654432862713116,96.2743788038258,0.9878945644651098,-23.354021914536023,-21.094224484689875
0,153,-0.8077535772995391,0.003482072107984665,0.000739647434513666,-3.040996848235498e-06,1.8385295899605614,1.8385295899605612,62.15209200872508,0.9704188623336691,-14.511286402448892,-12.57165980329689
0,154,0.6578300428507123,-0.07074076521627684,0.003941060437482561,-2.553111753642247e-05,0.4091996445227217,0.40919964452272173,66.75414931588352,0.9938700492970651,-23.9613720661189,-22.751031694142718
0,155,1.7795644339401586,-0.2967358720888039,0.018920238215416673,-0.00022390316436584755,0.2323483949605182,0.2323483949605182,35.70134964306965,0.9934918876377655,-20.311670984057155,-19.993904817337814
0,156,-0.626342193859334,0.00586765849177825,5.5140673740227946e-05,-7.979541563393881e-08,0.8363734167507071,0.8363734167507071,48.412454462414765,0.9827240030269477,-16.812651878647323,-15.602311506671139
0,157,-3.3379143637279225,0.029931993240862747,6.984571603012957e-06,-5.6509872265136334e-08,0.08894957706293376,0.08894957706293376,21.720774016040142,0.9959048615395912,-17.268670533296444,-18.101632656384226
0,158,0.4075196348372257,-0.008789684777123604,0.00024569732466639974,-4.870840851689734e-07,0.5648745583967955,0.5648745583967955,85.6256501428418,0.9934029749560503,-36.942924916929314,-34.38669559846828
0,159,-0.49196432099971726,0.020532213414364654,0.00043396332378227816,-1.8509453277583502e-06,0.6062818817715978,0.6062818817715978,56.98892744274128,0.989361409154774,-27.82380279294324,-25.88417619379124
0,160,-0.5700687396100308,0.027316368043484262,0.0012640519123011684,-8.955444887239092e-06,0.3306094475814123,0.3306094475814123,36.91569277308116,0.9910442030815011,-21.736378848371384,-20.947480539026508
0,161,-2.2564209867576257,0.0462131414544164,0.006371448574244391,-8.364372692795267e-05,0.1529225185873398,0.1529225185873398,16.64769182828256,0.9908141909302081,-14.017500217304192,-14.850462340391973
0,162,0.8063959480821766,-0.025089011533160455,0.0001577455160604191,-1.6219937761780757e-07,0.9034957522007565,0.9034957522007563,76.93444604919114,0.9882562909256138,-12.688376030114295,-11.899477720769417
0,163,1.565250878275059,-0.03391052358823756,0.00021309968104409947,-2.3837969426042973e-07,0.23241503002938038,0.23241503002938038,67.36411975419347,0.9965498691161193,-15.83598512432804,-16.052344528106786
0,164,0.33093816097640666,-0.03248792192289685,0.00044962161987493305,-8.732105762403644e-07,1.1244715747284946,1.1244715747284946,113.14764448494567,0.9900619091113461,-23.81926986558497,-21.559472435738826
0,165,-0.8184541664202789,0.02861769961931643,0.0003906695433050332,-1.685298813304033e-06,1.8293105415680437,1.8293105415680437,74.96430321063416,0.9755975782709797,-14.571610085986123,-12.631983486834121
0,166,-0.30301611678125856,-0.00013128840107234433,0.001954033455269503,-1.1990280718056448e-05,0.27781423675505407,0.27781423675505407,54.77538604316898,0.9949281190544945,-23.302244611836286,-22.513346302491406
0,167,0.87839657168287,-0.13664702772862983,0.009824609109037449,-0.00010164109716536406,0.21390429795151125,0.21390429795151125,41.65915089038623,0.9948653706717562,-25.655060324412247,-24.866162015067367
0,168,0.5522543790566393,-0.01651843414047574,0.00013475830517133846,-1.586744951350054e-07,0.24849111789967696,0.24849111789967698,50.81623263888892,0.9951100051106601,-28.949332699367332,-27.73899232739115
0,169,0.2774373305959359,-0.0225513646170994,0.0004633956105928648,-1.031078889333754e-06,1.476738567935915,1.476738567935915,123.64724485367074,0.988056842110121,-23.489098813301702,-20.932869494840666
0,170,0.8099170977859652,-0.022235447024452074,0.00019171622026011614,-2.546041445785915e-07,0.24719719299834433,0.24719719299834433,39.56928571428577,0.9937528012311555,-15.404353403921533,-15.62071280770028
0,171,0.47624942852178515,-0.06750540163786879,0.0018497069041394142,-7.408851750378344e-06,0.9625892584572829,0.9625892584572828,61.99284939236113,0.9844725759842893,-15.407135740544511,-14.196795368568328
0,172,-1.6126764533829872,0.06558034299252459,0.0018702796116191669,-1.6409221901164417e-05,0.6044110713281842,0.6044110713281841,56.47412712191363,0.9892975579768872,-16.306527773845364,-15.517629464500486
0,173,0.011613549100275905,-0.07667320591602954,0.012074530031837437,-0.00016276467464317892,0.18186728622236312,0.18186728622236312,31.97981770833335,0.9943130605721067,-22.271356769269936,-21.95359060255059
0,174,0.8954339302247705,-0.018427961074425223,0.00013344595401079877,-1.507402255039328e-07,0.18231338124136684,0.18231338124136687,48.8321993496388,0.996266533482631,-32.046132906739906,-30.835792534763723
0,175,0.8982633220192621,-0.017879350135019845,0.00017490053462532225,-2.3118772569090736e-07,0.28826919728404804,0.28826919728404804,44.779242948637915,0.9935624370064787,-14.328394701771533,-14.544754105550279
0,176,0.5139378498517343,-0.024592507920759912,0.0003764690867976032,-7.227180054045062e-07,0.41748826402669215,0.41748826402669204,99.10010423612023,0.9957872066104798,-36.69982663462638,-34.44002920478024
0,177,-1.9554382877134857,0.05519036166886351,0.0002990875577371131,-2.0047545540533935e-06,0.9754549100133165,0.9754549100133165,60.41997069603279,0.9838554223251657,-22.11709590653963,-20.177469307387632
0,178,-0.9227740695157766,0.011364258524813996,0.0020209503147563387,-1.4181025847993402e-05,0.47163482256905664,0.47163482256905664,36.36012797736536,0.9870287909090238,-14.64793452415826,-14.330168357438916
0,179,0.8978890263707293,-0.25285330107805837,0.01752664381168608,-0.00020898425627414473,0.29153774333069504,0.2915377433306951,36.28710130917834,0.9919658023701949,-18.49621874847649,-18.17845258175715
0,180,0.9714541478658928,-0.02161763464141278,0.00015800391111917247,-1.8366550788905498e-07,0.315978328844002,0.315978328844002,50.33577986358847,0.9937225899807193,-22.143756022216497,-21.35485771287162
0,181,2.9519315246558473,-0.061093910610106654,0.00036625892872126493,-4.436296976699018e-07,0.3037405025525369,0.3037405025525369,63.63947186526778,0.9952271680821677,-9.900046128166107,-10.733008251253887
0,182,1.3446198374270182,-0.06519447037938134,0.0007291212355443902,-1.429059846779762e-06,1.0198728663159533,1.0198728663159535,129.9959904886679,0.9921545821337862,-18.160390235509436,-16.568809144315953
0,183,-0.45552937415650946,-0.0029837670678652755,0.001024247094594535,-4.15292930500784e-06,1.6807599443034453,1.6807599443034453,91.30158261246785,0.9815911192751446,-12.66514157248152,-11.073560481288037
0,184,0.28686935644590494,-0.030057477311610185,0.0033146110794285265,-2.202700940908923e-05,0.5543924088060959,0.5543924088060959,70.10331226857122,0.9920917801047378,-17.083963910494944,-16.295065601150064
0,185,0.86177185405094,-0.19365439393175882,0.01660925272213435,-0.00020322827221044102,0.08208114024489263,0.08208114024489263,70.3005546045169,0.9988324254238583,-40.02632098777741,-38.81598061580122
0,186,4.556487154280017,0.02858100611782467,0.5090331774534592,-0.06255368093673207,0.8523751426794043,0.8523751426794043,27.576618991862702,0.9690906581792742,-6.739470828643633,-6.95583023242238
0,187,3.3328431663572147,-0.0666239373984307,0.2041853880395277,-0.018662979502362034,0.059508125709117225,0.059508125709117225,6.0225882165904085,0.9901191774086114,-19.6804112706591,-20.513373393746882
0,188,4.009719901648177,-0.11154947269141216,-0.05506336740626967,0.015947878412444397,0.003290800193700224,0.003290800193700224,1.0233197792760604,0.9967841917450005,-45.63774271004575,-45.854102113824496
0,189,4.891541341808273,1.8936163465151752,-0.25051413541158807,0.01142758160340035,0.02768562231100615,0.02768562231100615,15.583413385342855,0.9982233916519826,-24.271609119485433,-25.104571242573215
0,190,3.835780246990327,0.7571734715167661,0.28101734938580164,-0.05451408555558502,0.3299604961693339,0.3299604961693339,14.165590411871637,0.9767069012603381,-9.403250856958515,-10.236212980046295
0,191,3.8342129814453942,-0.12145626600534076,0.1950013310368592,-0.017170498927089634,0.009784454366783515,0.009784454366783515,3.677408999463083,0.9973393075482733,-30.512319466756402,-31.345281589844184
0,192,5.3506562683930445,-0.10218818573275966,0.1347832034954548,-0.008167671796079743,0.8012817429942274,0.8012817429942273,24.735585786644442,0.9676061141261969,-13.768905088240604,-12.980006778895726
0,193,4.516395366288847,-0.018676133698474172,0.03352299777409898,-0.0008534141854527077,0.09653528835507422,0.09653528835507423,10.160414523860352,0.9904988828823496,-32.815641091446466,-32.026742782101586
0,194,5.260349524476921,-0.7315418601028637,0.7631602377245693,-0.08825218211820224,0.045355100584178194,0.045355100584178194,16.18707905214373,0.9971980676416001,-21.30995263862225,-22.14291476171003
0,195,3.83908193772704,0.6810801488376836,0.1320831836767077,-0.012424267123256038,0.09492843505324565,0.09492843505324565,13.774174341132214,0.9931082304679583,-16.878348734338843,-17.711310857426625
0,196,3.3984256010245626,0.800984037648297,0.013295185782283959,-0.0042836909508395015,0.022936416523607967,0.022936416523607967,6.434187930442152,0.9964352274488147,-25.4007331572343,-26.23369528032208
0,197,4.177113427224862,0.05186361738048698,0.25375211534860914,-0.02188791965079201,0.5547536832206983,0.5547536832206983,29.221187989542322,0.9810153617498634,-9.74598858775656,-9.962347991535307
0,198,3.592055887412921,0.06293022260045786,-0.010239275845782153,0.003763168671984294,0.026137462142707894,0.026137462142707894,5.34582281536793,0.9951106755600712,-31.132070681715824,-31.34843008549457
0,199,4.244542367735733,-0.45507594711508464,0.17094943217586098,-0.011401454873316869,0.04521155610353676,0.04521155610353676,4.120765761805133,0.9890283605725428,-27.29618895508159,-27.512548358860336
0,200,5.002954577754028,0.3045066877743512,0.4826797104166884,-0.06961658090256492,0.005112631509192363,0.005112631509192363,11.410922821248658,0.9995519528447189,-26.427394736543697,-27.989643086807295
0,201,3.5422729102114263,1.6307063714472179,0.5072034841971927,-0.14557977522785728,0.04327065812594376,0.04327065812594376,21.122246426648957,0.9979514177965773,-15.748592137718475,-17.310840487982073
0,202,4.099944342600998,-0.09241142439694161,1.4647049328530908,-0.29876275514351397,0.01172590683939312,0.01172590683939312,16.196160449335892,0.999276006997086,-22.276962688478587,-23.839211038742185
0,203,4.7244346612029595,-0.3271217297000929,0.3629207980279503,-0.03216526179418369,0.14036370833255424,0.14036370833255424,16.675766252126692,0.9915827730965794,-19.36599920263512,-19.582358606413866
0,204,3.522808083400158,0.4180749073843739,0.17816690314231876,-0.01850249372247113,0.08290050986572385,0.08290050986572385,20.611114634831928,0.995977873524335,-23.05216950881151,-23.268528912590256
0,205,3.8361251982315423,-0.003671286987108998,0.3179804134543894,-0.03510049797270848,0.16967845682713115,0.16967845682713115,14.830937612020321,0.9885591551076576,-18.03832148700372,-18.254680890782467
0,206,3.2175451959303327,7.169820722084357,-3.3275915097403166,0.7105082492157735,0.13944815464066354,0.13944815464066354,11.419977703047433,0.9877891044740437,-9.897501552778468,-11.459749903042066
0,207,3.384300635575819,7.757573085788231,-2.433980527781007,0.024596574513974772,0.007490119066181685,0.007490119066181685,11.833039124371862,0.9993670164538918,-24.51804248663494,-26.080290836898538
0,208,3.5562993776839864,2.8988262052726075,2.4586812549888273,-1.2724819727257572,0.016725484280662593,0.016725484280662593,14.364903876203483,0.9988356702958264,-20.50129815162813,-22.06354650189173
0,209,5.280838891216404,0.3856268757727738,0.9976203924527288,-0.11255352480996836,0.053974354819914624,0.053974354819914624,7.997232450239164,0.9932508708286577,-20.26603435116437,-21.098996474252154
0,210,4.592472930840432,4.182123022599921,-0.07228070639800308,-0.4649208917396006,0.04664319811838527,0.04664319811838527,17.831846613262876,0.9973842754970933,-21.141925829365064,-21.974887952452846
0,211,4.434795758354548,0.8341486188126656,3.239437942091646,-1.335960638274445,0.35458240277875686,0.35458240277875686,16.040763103167038,0.977894916812982,-8.971443888129365,-9.804406011217145
