,ID,N0,Nmax,u,Tlag,chisqr,RSS,TSS,Rsqrd,aic,bic
0,1,-4.025354046356795,-1.4235165429376728,0.024160032738466786,22.891458108419734,1.3067754714966138,1.3067754714966138,21.53540744930885,0.9393196773930297,-77.80997262614288,-72.48115458544207
0,2,-3.046044579195143,-0.5759769024754995,0.0575188640118407,0.6074728608687521,0.16435669674639003,0.16435669674639003,5.510476297897051,0.9701737766644395,-135.8617808044915,-130.5329627637907
0,3,-5.3972598420043445,-0.7577837904128648,0.10927812360573608,6.134122493610038,0.1601146744383775,0.1601146744383775,21.83487514151311,0.9926670212950308,-136.5939464312383,-131.26512839053748
0,4,-4.569326509435107,-0.8298007020844828,0.08049766571649819,27.498086150847442,1.508577912088408,1.508577912088408,27.79511490192164,0.9457250701279126,-81.70089863988137,-76.09610911323276
0,5,-5.8285597054023865,-5.0190519666126505,0.0,796.810344627115,13.130425590286125,13.130425590286126,13.130425590286125,-2.220446049250313e-16,-9.762275352992404,-4.7298892009064755
0,6,-3.386105515432867,-1.0278398096749726,0.017257669645025064,3.0099874017866037,0.7565068750826506,0.7565068750826505,15.540904047403107,0.9513215657998311,-93.11494870277212,-87.78613066207132
0,7,-4.346603844455168,-1.4163514373961728,0.044549221366155356,16.86971663824098,0.5342393612233548,0.5342393612233548,16.989038909763334,0.9685538797067363,-102.85524264181572,-97.52642460111491
0,8,-4.859422477867161,-1.8829135872826772,0.027353358054205135,24.3407415127185,1.2220333234194056,1.2220333234194056,27.57783669390571,0.9556878468393623,-79.68727464626156,-74.35845660556075
0,9,-3.7130459817074333,-2.164953536224809,0.013321433464411392,4.159091754254263,0.2795039169854353,0.27950391698543525,6.058293092591185,0.9538642464612275,-120.99441750723432,-115.66559946653351
0,10,-4.151721697482977,-2.3058945550222147,0.019732495411099116,9.917038286388589,0.4314342593989372,0.4314342593989372,7.9091817380562865,0.9454514672076604,-108.83965002901454,-103.51083198831373
0,11,-4.257049082433218,-1.5684727709305564,0.03649184909366965,21.112554096334502,0.36101963325777325,0.3610196332577733,16.620497114226275,0.9782786501043486,-113.82876850333581,-108.499950462635
0,12,-4.114296169978108,-1.3956718754975712,0.023718498156857004,3.773153829673136,0.6778154274590903,0.6778154274590904,18.390469566409408,0.9631431146979991,-96.19037353661432,-90.8615554959135
0,13,-2.818878887311566,-0.9785922047808672,0.028157239887129926,22.325410309099713,0.1255594364930379,0.12555943649303794,7.243937993719612,0.9826669642117456,-143.40105526401356,-138.07223722331275
0,14,-4.829873933546011,-4.274928499117468,0.0,859.4084712919788,4.588686694749135,4.588686694749135,4.588686694749135,0.0,-42.641098205379485,-37.31228016467867
0,15,-5.051416443989786,-3.309847603073913,0.0,790.0965748539674,18.376457086947653,18.376457086947664,18.37645708694765,-6.661338147750939e-16,-3.7917567871967446,1.5370612535040706
0,16,-4.744932136405323,-0.8985392630279468,0.06599263056388227,34.307058668247,0.38781500030177857,0.38781500030177857,34.19831123287703,0.9886598201396288,-111.82407826443206,-106.49526022373125
0,17,-5.566534909025029,-4.570215500217619,0.0,994.2574380632753,8.555268564793543,8.555268564793543,8.555268564793543,0.0,-23.0308182934553,-17.847470829437984
0,18,-3.2654672547524863,-2.9188965327022154,0.0,946.2810268413756,1.8073955671838513,1.8073955671838513,1.807395567183851,-2.220446049250313e-16,-68.728893199987,-63.40007515928618
0,19,-4.856590667063285,-1.9284433256031563,0.021139032484671194,17.94699635915578,0.8624481365013449,0.8624481365013449,26.678064498861715,0.9676720124678406,-89.4451736622685,-84.11635562156769
0,20,-4.875003948962631,-4.408459891741994,0.0,823.3339117490823,4.627366574647145,4.627366574647146,4.627366574647145,-2.220446049250313e-16,-42.4060641914153,-37.07724615071448
0,21,-7.063326790451563,-5.4212093409671676,0.0,546.8397337117442,15.119738769354042,15.119738769354043,15.119738769354042,-2.220446049250313e-16,12.134160004489651,13.344500376465835
0,22,-3.359897341771349,-1.2381039826927906,0.013329066363550801,20.472992518606627,0.6353589455391304,0.6353589455391304,15.019890519144555,0.9576988297797981,-98.00155107928916,-92.67273303858835
0,23,-3.01583380870312,-1.1555166701063422,0.04592626900655228,6.782227151063801,0.13164956237707687,0.13164956237707687,5.998491330556803,0.9780528877808919,-98.5148172530669,-94.3367275021732
0,24,-3.1691914722368697,-0.19338110002033237,0.748691664008239,1.6460709470907933,0.16464396765576633,0.1646439676557663,23.081145871478814,0.9928667333687615,-135.81288371474653,-130.48406567404572
0,25,-3.6954908163175344,-0.8525336979425514,0.3098377543105131,4.618936166454904,2.981695405857046,2.981695405857046,20.90418010399898,0.8573636760196758,-48.30571624970442,-43.27333009761849
0,26,-1.4299364452783418,-1.5997672888556038,0.009000555690660494,418.2579802663243,22.02292112488906,22.02292112488906,22.12054194564551,0.004413129705245211,3.6836682993014733,8.716054451387402
0,27,-4.421711630758247,-2.0555775816096027,0.05761805948784504,2.771355450979315,2.0110500065673556,2.0110500065673556,15.696840428804736,0.8718818595571025,-44.632480479901034,-40.26831066646777
0,28,-3.1379887475677695,-0.6445383443127216,0.07180370348491083,1.9825149198109595,1.4015715861904345,1.4015715861904345,18.176108293873057,0.9228893466340709,-56.35170108892214,-51.80972422520554
0,29,-4.895138380421105,-1.5811591094901327,0.15060184070226246,0.9254165091871975,1.2410326716146862,1.2410326716146862,26.385492736714454,0.9529653403103655,-59.149658813788406,-54.60768195007181
0,30,-3.652089751815582,-1.3563425276610916,0.06611556488600856,0.9238044003995667,2.0239589594761673,2.0239589594761673,18.897247004352074,0.8928966235658535,-47.90009105790775,-43.35811419419115
0,31,-1.6722558651065023,-1.3947487829196792,0.0,143.69814552153915,1.5286341009851476,1.5286341009851476,1.5286341009851472,-2.220446049250313e-16,-47.02310475564469,-42.845015004751
0,32,-4.605301817755316,-1.9536128778606903,0.6194756387687164,1.8475745938126624,4.0972234352300045,4.0972234352300045,22.284244274625813,0.816138102565347,-37.214157287208586,-32.33865398773578
0,33,-3.879733524575678,-1.6590214937756096,0.10280184512695278,1.837792058675495,3.4119001152963317,3.4119001152963317,15.838015191555218,0.7845752719623892,-35.88917180898843,-31.34719494527183
0,34,-4.243050796855184,-1.5514154295194738,0.10724778455449524,0.9188928563339742,6.218288413968511,6.218288413968512,22.979491903045457,0.7293983504855298,-22.083988997919477,-17.542012134202878
0,35,-2.468175151719998,-0.22046912526404924,0.5494774553162984,1.9838329717038237,0.13626943713614514,0.13626943713614514,20.757547872896293,0.9934351861804411,-166.68342721706284,-160.82048360586393
0,36,-3.9963872244063783,-0.7013514023463854,0.25736110047784,0.24504205873400786,1.7657774924313057,1.765777492431306,21.215964717095975,0.9167712844559724,-58.257118146256474,-53.38161484678367
0,37,-5.8033651148307115,-0.6765262072364351,0.27190228399889427,6.010156510175352,0.9725796628630605,0.9725796628630605,31.75687016633497,0.9693741965826947,-64.75584266636262,-60.213865802646026
0,38,-5.943518293006317,-0.930548696018877,0.4871056718265181,2.54107769400288,2.4556065150892086,2.4556065150892086,49.280360328652904,0.9501706866850677,-43.45376994073193,-38.91179307701533
0,39,-3.432413723017188,-0.6661566149056604,0.13000196439288492,2.7713602507402464,3.7583626119313838,3.7583626119313838,21.461007397864385,0.824874827995941,-33.66474906526406,-29.122772201547463
