,ID,A,Tlag,Rmax,chisqr,RSS,TSS,Rsqrd,aic,bic
0,1,-3.5020480255088975,3.51172430113067e-06,0.0018101885316450517,5.071662708046918,5.071662708046917,21.53540744930885,0.7644965520162617,-41.83900228886652,-37.8423887583409
0,2,-1.2295550975459268,4.8292016578299624e-05,0.0005898675447162383,3.808983541338166,3.808983541338166,5.510476297897051,0.3087741720635331,-49.85558002306633,-45.858966492540716
0,3,-2.2841383332324963,4.685161484063727e-05,0.0016101256549161391,14.821911098343747,14.821911098343746,21.83487514151311,0.3211817790446674,-11.810742449270808,-7.814128918745197
0,4,-1.1054527292198777,143.23345373718698,0.3409240497765904,24.344281091345888,24.344281091345888,27.79511490192164,0.12415252905960017,-0.2670126748962325,3.9365794700902335
0,5,0.6614314991665082,796.810344627115,0.02864546324944728,896.4052397733462,896.4052397733464,13.130425590286125,-67.26932102159019,98.04769728023993,101.82198689430437
0,6,-2.9579949904417466,1.3969641443623004e-08,0.0016773844694730755,2.3498753960460923,2.3498753960460923,15.540904047403107,0.8487941635262359,-63.37958177875237,-59.38296824822676
0,7,-2.7470346620420933,5.437129234264759e-05,0.0011033816852297207,10.213032130046276,10.213032130046276,16.989038909763334,0.3988457979116754,-22.239118476499144,-18.242504945973533
0,8,-4.15188148869365,1.3649903924939366e-06,0.001891529252098012,8.306933465952923,8.306933465952923,27.57783669390571,0.6987822664208962,-28.023191628879133,-24.02657809835352
0,9,-3.178243894055673,1.1546319456101628e-13,0.0007795728650967781,1.7831611397284863,1.7831611397284863,6.058293092591185,0.7056660824301895,-71.10687039325026,-67.11025686272465
0,10,-3.387752860055092,1.0254263089759519e-06,0.0008562841306025692,2.817172235519149,2.817172235519149,7.9091817380562865,0.6438098998327633,-58.30118468705919,-54.304571156533584
0,11,-3.029435536656607,8.511193645377446e-05,0.0012185629172067891,8.142262685283299,8.142262685283303,16.620497114226275,0.5101071508677106,-28.58381913343159,-24.58720560290598
0,12,-3.295567518282158,6.764445439344513e-07,0.0016201986709387661,4.936584544053207,4.936584544053208,18.390469566409408,0.7315683253096492,-42.594862566254214,-38.5982490357286
0,13,-1.9227693825157628,4.761936800434796e-06,0.0008011458940626603,3.6681922710847292,3.66819227108473,7.243937993719612,0.4936190406012587,-50.91015508213001,-46.913541551604396
0,14,0.13353139262454006,859.4084712919788,0.011651470146815557,657.7637889453233,657.7637889453233,4.588686694749135,-142.34467195112862,94.38595845336292,98.38257198388852
0,15,1.4490534339939987,838.1064788822808,0.021436275040572772,732.8470831709857,732.8470831709855,18.37645708694765,-38.87967211000149,97.41251146083883,101.40912499136444
0,16,-4.939245401391266,2.0511224150254748e-06,0.007589402002323498,13.479851742257246,13.479851742257246,34.19831123287703,0.6058328245957889,-14.468235286811037,-10.471621756285426
0,17,0.6730015973302546,994.2574380632753,0.01260381143011391,845.185662928786,845.1856629287861,8.555268564793543,-97.79124851870529,98.98042532983116,102.86793592784414
0,18,-1.0361622978612604,1584.3530904464508,0.022972096703253175,7.449360244647096,7.449360244647097,1.807395567183851,-3.1215992668689205,-31.074137930837907,-27.077524400312296
0,19,-4.389381146065041,1.742549245120628e-05,0.0019781773114453394,4.602811231766744,4.602811231766744,26.678064498861715,0.8274683220754964,-44.55504316822213,-40.55842963769652
0,20,0.15415067982729794,823.3339117490823,0.012772870456836616,670.065944549111,670.065944549111,4.627366574647145,-143.8050275982741,94.90480541786425,98.90141894838986
