,ID,N0,Nmax,Rmax,H0,chisqr,RSS,TSS,Rsqrd,aic,bic
0,1,-4.694935417144596,-1.4004202435578679,0.017493854316362745,50257.95652631879,0.46351754920044297,0.4635175492004429,21.53540744930885,0.9784764903895367,-106.83123519043579,-101.50241714973498
0,2,-3.4921368026871624,-0.5723133598719592,0.04569010384948036,116331.75181610293,0.030268761329314144,0.030268761329314144,5.510476297897051,0.9945070517151365,-183.2356204555223,-177.9068024148215
0,3,-5.987202730723357,-0.7480183914523078,0.06024290518257569,0.043005037904670695,0.10031829348959842,0.10031829348959842,21.83487514151311,0.9954055934444584,-149.68512824644398,-144.35631020574317
0,4,-5.69336710925082,-0.8128781337428539,0.04283776606733625,0.026226675747641925,1.677474797056806,1.677474797056806,27.79511490192164,0.9396485748313697,-78.51723448061576,-72.91244495396714
0,5,-0.40761924138691774,-5.8280006024146385,0.3333006481670042,1.2224399270621689e-10,13.134926471789228,13.134926471789226,13.130425590286125,-0.0003427826061046524,-9.753364532383593,-4.720978380297664
0,6,-3.5583365315647972,-0.974326320057192,0.012212926155440895,35069.8646863758,0.2040325443960195,0.2040325443960195,15.540904047403107,0.986871256409944,-129.80704774714812,-124.47822970644731
0,7,-5.128699075858459,-1.4133805435987636,0.03164936453854428,0.0023664394735027905,0.25584101885164956,0.25584101885164956,16.989038909763334,0.9849408185942395,-123.47129961563877,-118.14248157493796
0,8,-5.617164210545706,-1.865666672632662,0.01863645219466825,28022.483873125002,0.517659890510842,0.517659890510842,27.57783669390571,0.9812291335155655,-103.73795764789377,-98.40913960719296
0,9,-3.607922854227711,-2.1294334540622173,0.011972169805384514,30396.350689193197,0.13017464466811,0.13017464466811,6.058293092591185,0.9785129833306838,-142.39031895327466,-137.06150091257385
0,10,-4.285404645281202,-2.2773780909847545,0.015823187907487712,127171.9548504056,0.17322294718883366,0.17322294718883363,7.9091817380562865,0.9780984995760884,-134.3906487433374,-129.0618307026366
0,11,-4.972658366851594,-1.561298780628971,0.025405542033536177,277473.2326972433,0.08250841452002541,0.0825084145200254,16.620497114226275,0.9950357432781356,-155.1576661913977,-149.8288481506969
0,12,-4.395788408367103,-1.365883739955507,0.01611076027758207,86174.1777357951,0.2333033945595696,0.2333033945595696,18.390469566409408,0.9873138968139398,-126.05336168125353,-120.72454364055272
0,13,-3.23960532358879,-0.9638430601899785,0.022621936170248658,0.1163970490946411,0.04748482067829633,0.04748482067829633,7.243937993719612,0.9934448885786343,-170.62739142796408,-165.29857338726327
0,14,-0.14177554115778446,-4.127480152498076,5.338440800528588e-11,1600.60581669688,4.588686701820116,4.588686701820117,4.588686694749135,-1.5409598042026573e-09,-42.64109816223261,-37.31228012153179
0,15,-6.26035979703548,24.838381935822046,0.003500294303429241,0.29461687100075507,5.1625255375140195,5.162525537514018,18.37645708694765,0.7190685063455005,-39.34180094465744,-34.012982903956626
0,16,-5.855294884622798,-0.8774554006798262,0.034684010912179764,0.06496257802050676,0.38079855924033124,0.38079855924033124,34.19831123287703,0.9888649893660759,-112.33529955313502,-107.0064815124342
0,17,15.046219729403953,-5.56653487924216,1.0066221496089058,27055.779700192285,8.555268564902873,8.555268564902875,8.555268564793543,-1.2779333147250327e-11,-23.030818293110265,-17.84747082909295
0,18,-2.5412576464590804,-3.0388807660419523,0.007409313829916497,4089.0753960740176,0.13188228073443523,0.1318822807344352,1.807395567183851,0.9270318666655112,-142.02540215852963,-136.69658411782882
0,19,-5.256950719917294,-1.8729720420543594,0.013262218282514837,11611.250041310917,0.38372408217121173,0.38372408217121173,26.678064498861715,0.9856164946978224,-112.12100886387867,-106.79219082317786
0,20,-4.914040684994565,5.577538620986334,0.00011238000673086113,3889.2643461238886,4.614097404404164,4.6140974044041645,4.627366574647145,0.002867542484246033,-42.486470720719964,-37.15765268001915
0,21,-35.51287607782882,-7.063324938581391,0.893941013701945,5910.737151596581,15.119738769388325,15.119738769388325,15.119738769354042,-2.2675195054944197e-12,12.134160004512326,13.34450037648851
0,22,-3.5842840799980507,-1.1613995724092279,0.00960063544310552,166923.96026984445,0.19209988366301112,0.19209988366301112,15.019890519144555,0.9872103006730869,-131.4944410997035,-126.16562305900268
0,23,-3.1578458080614666,-1.1467619529086328,0.03694056022979941,29586.692827191808,0.0642647369546555,0.0642647369546555,5.998491330556803,0.9892865166567324,-113.57459965603144,-109.39650990513775
0,24,-3.3696331676636015,-0.19266049753138512,0.5052041816513246,0.22597031803930623,0.1745765539864309,0.17457655398643093,23.081145871478814,0.9924364000401664,-134.17270028988239,-128.84388224918158
0,25,-5.393306043527028,-0.8563377151731012,0.2920836210901818,11208.5291267954,2.741721339355059,2.741721339355059,20.90418010399898,0.8688433927704935,-50.48727530960296,-45.45488915751703
0,26,-2.0169690709913812,-1.1775464424313937,0.9050933913343535,0.00681859263560658,5.09461680804791,5.094616808047909,22.12054194564551,0.7696884271386127,-34.3777141732558,-29.34532802116987
0,27,-4.810764814050075,-2.067569034329851,0.053032225144245215,72449.3038861809,1.5190134712843026,1.5190134712843026,15.696840428804736,0.903228074581378,-50.80558994777303,-46.441420134339765
0,28,-3.1980854815821504,-0.6400798676054018,0.04833199553236511,15596.84524980914,1.3041408764995577,1.3041408764995577,18.176108293873057,0.9282497190589931,-58.00884365509411,-53.46686679137751
0,29,-5.074680939846364,-1.581737477798748,0.1040103681576412,0.002775639249655404,1.1474211489907622,1.1474211489907622,26.385492736714454,0.9565131809195222,-60.95347722872344,-56.411500365006845
0,30,-4.469813102260428,-1.3770595360278315,0.10777512214567575,308765.71314783307,0.41776420519694674,0.41776420519694674,18.897247004352074,0.9778928536468442,-84.19164345089135,-79.64966658717475
0,31,-2.421626167129081,-1.5905576916131654,0.07305447386939101,0.09615839166129314,0.2897813194198915,0.2897813194198915,1.5286341009851472,0.8104312083361621,-81.94617413205447,-77.76808438116078
0,32,-8.332545863925947,-2.0148296488341995,1.428347275200231,646611.5361431271,2.8550538926636557,2.855053892663656,22.284244274625813,0.871880156334734,-46.24462763371665,-41.36912433424384
0,33,-5.436029270297432,-1.7007849208857182,0.23554200622745358,117054.07052417976,1.7985088614158231,1.7985088614158231,15.838015191555218,0.8864435448720378,-50.61633500747961,-46.074358143763014
0,34,-6.298583855467532,-1.6208282520289512,0.4263348064820174,2584423.2557699545,3.7052286368431875,3.7052286368431875,22.979491903045457,0.8387593314736373,-33.99223272092952,-29.450255857212923
0,35,-2.5381524088725715,-0.22012638901977444,0.49378207164219723,0.08263755451741961,0.13329012575616228,0.13329012575616228,20.757547872896293,0.9935787152426514,-167.3908170460331,-161.5278734348342
